,Country.Name,Country.Code,Indicator.Name,Indicator.Code,Year,CO2.Emission
326,Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,2010,13468.891
327,Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,2010,10967.997
328,Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,2010,8074.734
329,Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,2010,2559.566
330,Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,2010,183052.973
331,Poland,POL,CO2 emissions (kt),EN.ATM.CO2E.KT,2010,316264.082
332,Portugal,PRT,CO2 emissions (kt),EN.ATM.CO2E.KT,2010,48136.709
333,Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,2010,79412.552
334,Slovak Republic,SVK,CO2 emissions (kt),EN.ATM.CO2E.KT,2010,36240.961
335,Slovenia,SVN,CO2 emissions (kt),EN.ATM.CO2E.KT,2010,15335.394
336,Sweden,SWE,CO2 emissions (kt),EN.ATM.CO2E.KT,2010,52023.729
337,Austria,AUT,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,65019.577
338,Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,99944.085
339,Bulgaria,BGR,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,49346.819
340,Cyprus,CYP,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,7425.675
341,Czech Republic,CZE,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,106907.718
342,Germany,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,732497.918
343,Denmark,DNK,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,40645.028
344,Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,270547.593
345,Estonia,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,18606.358
346,Finland,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,56816.498
347,France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,331804.828
348,United Kingdom,GBR,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,447828.708
349,Greece,GRC,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,79841.591
350,Croatia,HRV,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,19809.134
351,Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,47843.349
352,Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,35632.239
353,Italy,ITA,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,397994.178
354,Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,13787.92
355,Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,10938.661
356,Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,7293.663
357,Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,2541.231
358,Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,174167.832
359,Poland,POL,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,316997.482
360,Portugal,PRT,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,47623.329
361,Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,84880.049
362,Slovak Republic,SVK,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,34524.805
363,Slovenia,SVN,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,15089.705
364,Sweden,SWE,CO2 emissions (kt),EN.ATM.CO2E.KT,2011,51734.036
365,Austria,AUT,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,62272.994
366,Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,95107.312
367,Bulgaria,BGR,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,44708.064
368,Cyprus,CYP,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,6919.629
369,Czech Republic,CZE,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,101029.517
370,Germany,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,739861.254
371,Denmark,DNK,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,36427.978
372,Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,264779.402
373,Estonia,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,17623.602
374,Finland,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,49134.133
375,France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,333227.624
376,United Kingdom,GBR,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,468572.927
377,Greece,GRC,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,80043.276
378,Croatia,HRV,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,17993.969
379,Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,44583.386
380,Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,35591.902
381,Italy,ITA,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,369468.585
382,Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,13831.924
383,Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,10663.636
384,Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,7062.642
385,Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,2680.577
386,Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,170310.148
387,Poland,POL,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,299931.264
388,Portugal,PRT,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,46013.516
389,Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,81722.762
390,Slovak Republic,SVK,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,32764.645
391,Slovenia,SVN,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,14781.677
392,Sweden,SWE,CO2 emissions (kt),EN.ATM.CO2E.KT,2012,47047.61
393,Austria,AUT,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,62485.68
394,Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,96970.148
395,Bulgaria,BGR,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,39599.933
396,Cyprus,CYP,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,5947.874
397,Czech Republic,CZE,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,98675.303
398,Germany,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,757312.507
399,Denmark,DNK,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,38532.836
400,Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,237034.88
401,Estonia,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,19893.475
402,Finland,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,47219.959
403,France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,334096.703
404,United Kingdom,GBR,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,458250.322
405,Greece,GRC,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,69482.316
406,Croatia,HRV,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,17550.262
407,Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,42141.164
408,Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,34854.835
409,Italy,ITA,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,345317.723
410,Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,12640.149
411,Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,10051.247
412,Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,7080.977
413,Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,2339.546
414,Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,173254.749
415,Poland,POL,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,302278.144
416,Portugal,PRT,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,45426.796
417,Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,70945.449
418,Slovak Republic,SVK,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,33091.008
419,Slovenia,SVN,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,14150.953
420,Sweden,SWE,CO2 emissions (kt),EN.ATM.CO2E.KT,2013,44847.41
421,Austria,AUT,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,58712.337
422,Belgium,BEL,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,93350.819
423,Bulgaria,BGR,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,42416.189
424,Cyprus,CYP,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,6061.551
425,Czech Republic,CZE,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,96475.103
426,Germany,DEU,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,719883.438
427,Denmark,DNK,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,33498.045
428,Spain,ESP,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,233976.602
429,Estonia,EST,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,19519.441
430,Finland,FIN,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,47300.633
431,France,FRA,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,303275.568
432,United Kingdom,GBR,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,419820.162
433,Greece,GRC,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,67318.786
434,Croatia,HRV,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,16842.531
435,Hungary,HUN,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,42086.159
436,Ireland,IRL,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,34066.43
437,Italy,ITA,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,320411.459
438,Lithuania,LTU,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,12838.167
439,Luxembourg,LUX,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,9658.878
440,Latvia,LVA,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,6974.634
441,Malta,MLT,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,2346.88
442,Netherlands,NLD,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,167303.208
443,Poland,POL,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,285739.974
444,Portugal,PRT,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,45052.762
445,Romania,ROU,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,70003.03
446,Slovak Republic,SVK,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,30678.122
447,Slovenia,SVN,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,12812.498
448,Sweden,SWE,CO2 emissions (kt),EN.ATM.CO2E.KT,2014,43420.947
