,Country.Name,Country.Code,Indicator.Name,Indicator.Code,Year,Life.Exp
307,Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,78.97073171
308,Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,81.35121951
309,Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,80.5804878
310,Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,80.18292683
311,Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,73.51219512
312,Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,79.43
313,Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,77.42439024
314,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,79.98780488
315,Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,79.1
316,Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,81.62682927
317,Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,75.42926829
318,Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,79.87073171
319,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,81.66341463
320,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,80.40243902
321,Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,80.38780488
322,Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,76.47560976
323,Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,74.20731707
324,Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,80.74390244
325,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,82.03658537
326,Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,73.26829268
327,Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,80.63170732
328,Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,73.48292683
329,Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,81.39756098
330,Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,80.70243902
331,Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,76.24634146
332,Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,79.02682927
333,Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,73.45853659
334,Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,75.11219512
335,Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,79.42195122
336,Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,81.45121951
337,Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,80.98292683
338,Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,80.58536585
339,Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,74.16341463
340,Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,79.62
341,Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,77.87317073
342,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,80.43658537
343,Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,79.8
344,Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,82.47560976
345,Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,76.22926829
346,Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,80.47073171
347,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,82.11463415
348,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,80.95121951
349,Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,80.73170732
350,Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,76.77560976
351,Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,74.85853659
352,Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,80.74634146
353,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,82.18780488
354,Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,73.56341463
355,Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,80.98780488
356,Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,73.57560976
357,Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,80.74634146
358,Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,81.20487805
359,Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,76.69512195
360,Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,80.47073171
361,Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,74.4097561
362,Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,75.95853659
363,Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,79.97073171
364,Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,81.80243902
365,Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,80.93658537
366,Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,80.38536585
367,Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,74.31463415
368,Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,79.81
369,Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,78.07560976
370,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,80.53902439
371,Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,80.05121951
372,Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,82.42682927
373,Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,76.32682927
374,Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,80.62682927
375,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,81.96829268
376,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,80.90487805
377,Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,80.63414634
378,Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,76.92439024
379,Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,75.06341463
380,Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,80.84634146
381,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,82.23902439
382,Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,73.86341463
383,Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,81.39268293
384,Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,73.77804878
385,Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,80.74634146
386,Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,81.10487805
387,Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,76.74634146
388,Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,80.37317073
389,Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,74.41219512
390,Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,76.1097561
391,Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,80.12439024
392,Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,81.70487805
393,Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,81.13658537
394,Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,80.58780488
395,Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,74.86097561
396,Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,79.995
397,Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,78.17560976
398,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,80.4902439
399,Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,80.3
400,Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,83.07804878
401,Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,77.14146341
402,Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,80.97560976
403,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,82.2195122
404,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,81.00487805
405,Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,81.28536585
406,Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,77.12682927
407,Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,75.56585366
408,Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,81
409,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,82.6902439
410,Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,73.91463415
411,Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,81.8
412,Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,73.98292683
413,Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,81.74634146
414,Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,81.30487805
415,Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,77
416,Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,80.72195122
417,Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,75.06341463
418,Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,76.41219512
419,Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,80.32195122
420,Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,81.95609756
421,Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.4902439
422,Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.28780488
423,Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,74.46585366
424,Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,80.173
425,Czech Republic,CZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,78.82439024
426,Germany,DEU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.0902439
427,Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,80.7
428,Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,83.22926829
429,Estonia,EST,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,77.03414634
430,Finland,FIN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.1804878
431,France,FRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,82.67073171
432,United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.30487805
433,Greece,GRC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.38536585
434,Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,77.47804878
435,Hungary,HUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,75.76341463
436,Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.34878049
437,Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,83.0902439
438,Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,74.51707317
439,Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,82.22926829
440,Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,74.12439024
441,Malta,MLT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.94634146
442,Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.70731707
443,Poland,POL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,77.60243902
444,Portugal,PRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.12195122
445,Romania,ROU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,74.96097561
446,Slovak Republic,SVK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,76.81219512
447,Slovenia,SVN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.07804878
448,Sweden,SWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,82.25365854
